East,North,Year,Season,Date,Transect,Quad,DIST.,Water Depth,Spp,Common Name,Scientific Name,Percent,Height,Density,Obs,Comments
550068,4219720,2003,Summer,8/27/2003,4B,1,507,,ATTR,Fat hen,Atriplex triangularis,60,40,0,AW ; CR,
550068,4219720,2003,Summer,8/27/2003,4B,1,507,,LI,Litter (dead & not standing),N/A,60,,,AW ; CR,
550068,4219720,2003,Summer,8/27/2003,4B,1,507,,DOM,dead & standing,N/A,5,35,1,AW ; CR,LABR
550068,4219720,2003,Summer,8/27/2003,4B,1,507,,DOM,dead & standing,N/A,10,34,1,AW ; CR,GRST
550068,4219720,2003,Summer,8/27/2003,4B,2,504,,BARE,bare ground,N/A,100,,,AW ; CR,
550068,4219720,2003,Summer,8/27/2003,4B,3,501,,BARE,bare ground,N/A,,,,AW ; CR,
550068,4219720,2003,Summer,8/27/2003,4B,4,498,,MF,mudflat,N/A,100,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,1,0,,BARE,bare ground,N/A,7,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,1,0,,DOM,dead & standing,N/A,7,10,0,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,1,0,,SPRU,Sand-spurry,Spergularia rubra,3,5,1,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,2,3,,DOM,dead & standing,N/A,80,2,1500,AW ; CR,Unk grass
549716,4219864,2003,Summer,8/27/2003,1A,2,3,,CESO,Yellow star thistle,Centaurea solstitialis,20,25,15,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,2,3,,SPRU,Sand-spurry,Spergularia rubra,1,15,4,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,3,6,,LOCO,Birdfoot trefoil,Lotus corniculatus,55,15,2.8,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,3,6,,SPRU,Sand-spurry,Spergularia rubra,20,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,3,6,,PIEC,Bristly oxtongue,Picris echioides,1,10,1,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,3,6,,RASA,Common wild radish,Raphanus sativus,5,13,1,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,3,6,,DOM,dead & standing,N/A,19,28,500,AW ; CR,Unk grass
549716,4219864,2003,Summer,8/27/2003,1A,4,9,,DOM,dead & standing,N/A,95,15,2000,AW ; CR,Unk grass
549716,4219864,2003,Summer,8/27/2003,1A,4,9,,LI,Litter (dead & not standing),N/A,2.5,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,4,9,,CESO,Yellow star thistle,Centaurea solstitialis,2.5,22,1,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,5,12,,DOM,dead & standing,N/A,95,51,1500,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,5,12,,WR,wrack,N/A,5,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,5,12,,LOCO,Birdfoot trefoil,Lotus corniculatus,1,25,2,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,6,15,,SAVI,Pickleweed,Salicornia virginica,80,64,0,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,6,15,,BARE,bare ground,N/A,20,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,7,18,5,SAVI,Pickleweed,Salicornia virginica,75,49,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,7,18,5,BARE,bare ground,N/A,25,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,8,21,,SAVI,Pickleweed,Salicornia virginica,70,53,1,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,8,21,,DOM,dead & standing,N/A,10,40,0,AW ; CR,SAVI
549716,4219864,2003,Summer,8/27/2003,1A,8,21,,BARE,bare ground,N/A,20,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,9,24,1,SAVI,Pickleweed,Salicornia virginica,80,48,17,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,9,24,1,BARE,bare ground,N/A,20,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,10,27,,SAVI,Pickleweed,Salicornia virginica,65,41,7,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,10,27,,BARE,bare ground,N/A,35,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,11,30,1,SAVI,Pickleweed,Salicornia virginica,5,15,1,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,11,30,1,ALGG,Green Algae,N/A,25,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,11,30,1,BARE,bare ground,N/A,70,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,12,33,,SAVI,Pickleweed,Salicornia virginica,65,41,7,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,12,33,,BARE,bare ground,N/A,35,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,13,36,,LI,Litter (dead & not standing),N/A,1,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,13,36,,MF,mudflat,N/A,100,,,AW ; CR,
549716,4219864,2003,Summer,8/27/2003,1A,14,39,,MF,mudflat,N/A,100,,,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,1,0,,CESO,Yellow star thistle,Centaurea solstitialis,45,24,3,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,1,0,,DOM,dead & standing,N/A,20,21,100,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,1,0,,BARE,bare ground,N/A,15,,,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,1,0,,SPRU,Sand-spurry,Spergularia rubra,10,9,1,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,2,3,,DOM,dead & standing,N/A,95,24,1500,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,2,3,,CESO,Yellow star thistle,Centaurea solstitialis,5,33,4,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,3,6,,DOM,dead & standing,N/A,98,9,600,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,3,6,,BARE,bare ground,N/A,2,,,AW ; CR,Unk grass
549909,4219899,2003,Summer,8/27/2003,2A,3,6,,LOMU,Italian Rye Grass,Lolium multiflorum,1,11,1,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,4,9,,DOM,dead & standing,N/A,100,18,800,AW ; CR,Unk grass
549909,4219899,2003,Summer,8/27/2003,2A,5,12,,DOM,dead & standing,N/A,100,9,1500,AW ; CR,Unk grass
549909,4219899,2003,Summer,8/27/2003,2A,6,15,,DOM,dead & standing,N/A,80,20,400,AW ; CR,LOMU
549909,4219899,2003,Summer,8/27/2003,2A,6,15,,WR,wrack,N/A,15,10,,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,6,15,,ATTR,Fat hen,Atriplex triangularis,5,14,1,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,7,18,2,DOM,dead & standing,N/A,65,4,150,AW ; CR,LOMU
549909,4219899,2003,Summer,8/27/2003,2A,7,18,2,SAVI,Pickleweed,Salicornia virginica,20,23,5,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,7,18,2,BARE,bare ground,N/A,15,,,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,8,21,,BARE,bare ground,N/A,80,,,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,8,21,,SAVI,Pickleweed,Salicornia virginica,10,13,6,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,8,21,,DOM,dead & standing,N/A,10,4,5,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,8,21,,SPFO,Cordgrass,Spartina foliosa,1,12,1,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,9,24,,SAVI,Pickleweed,Salicornia virginica,10,13,4,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,9,24,,SAVI,Pickleweed,Salicornia virginica,20,10,16,AW ; CR,SEEDLINGS
549909,4219899,2003,Summer,8/27/2003,2A,9,24,,BARE,bare ground,N/A,70,,,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,9,27,,SAVI,Pickleweed,Salicornia virginica,20,15,4,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,9,27,,BARE,bare ground,N/A,80,,,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,11,30,,BARE,bare ground,N/A,100,,,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,12,33,,MF,mudflat,N/A,100,,,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,13,36,,MF,mudflat,N/A,99,,,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,13,36,,SAVI,Pickleweed,Salicornia virginica,1,8,2,AW ; CR,
549909,4219899,2003,Summer,8/27/2003,2A,14,39,,MF,mudflat,N/A,100,,,AW ; CR,
543555,4219652,2003,Summer,8/27/2003,3A,1,0,,UNKN,Unknown,N/A,0,8,1,AW ; CR,
543555,4219652,2003,Summer,8/27/2003,3A,1,0,,SPRU,Sand-spurry,Spergularia rubra,1,4,1,AW ; CR,
543555,4219652,2003,Summer,8/27/2003,3A,1,0,,BARE,bare ground,N/A,30,,,AW ; CR,
543555,4219652,2003,Summer,8/27/2003,3A,1,0,,DOM,dead & standing,N/A,59,7,100,AW ; CR,LOMO
543555,4219652,2003,Summer,8/27/2003,3A,2,3,,BARE,bare ground,N/A,50,,,AW ; CR,
543555,4219652,2003,Summer,8/27/2003,3A,2,3,,ATTR,Fat hen,Atriplex triangularis,20,19,35,AW ; CR,
543555,4219652,2003,Summer,8/27/2003,3A,2,3,,SAVI,Pickleweed,Salicornia virginica,30,25,140,AW ; CR,SEEDLINGS
543555,4219652,2003,Summer,8/27/2003,3A,3,6,,BARE,bare ground,N/A,75,,,AW ; CR,
543555,4219652,2003,Summer,8/27/2003,3A,3,6,,SAVI,Pickleweed,Salicornia virginica,20,26,70,AW ; CR,SEEDLINGS
543555,4219652,2003,Summer,8/27/2003,3A,3,6,,COCO,Brass buttons,Cotula coronopifolia,5,4,0,AW ; CR,
543555,4219652,2003,Summer,8/27/2003,3A,4,9,,SAVI,Pickleweed,Salicornia virginica,90,50,3,AW ; CR,
543555,4219652,2003,Summer,8/27/2003,3A,4,9,,BARE,bare ground,N/A,10,,,AW ; CR,
543555,4219652,2003,Summer,8/27/2003,3A,5,12,,MF,mudflat,N/A,100,,,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,1,0,,LI,Litter (dead & not standing),N/A,80,,,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,1,0,,SPRU,Sand-spurry,Spergularia rubra,10,8,15,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,1,0,,DOM,dead & standing,N/A,5,10,3,AW ; CR,CESO
549631,4219493,2003,Summer,8/27/2003,4A,1,0,,UNKN,Unknown,N/A,5,4,1,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,2,3,,BARE,bare ground,N/A,75,,,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,2,3,,DOM,dead & standing,N/A,5,25,1,AW ; CR,LOMU
549631,4219493,2003,Summer,8/27/2003,4A,2,3,,ATTR,Fat hen,Atriplex triangularis,20,17,4,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,3,6,,SAVI,Pickleweed,Salicornia virginica,60,32,2,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,3,6,,BARE,bare ground,N/A,40,,,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,4,9,,SAVI,Pickleweed,Salicornia virginica,70,26,15,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,4,9,,ALGG,Green Algae,N/A,20,,,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,4,9,,BARE,bare ground,N/A,10,,,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,5,12,,SAVI,Pickleweed,Salicornia virginica,80,90,13,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,5,12,,BARE,bare ground,N/A,20,,,AW ; CR,
549631,4219493,2003,Summer,8/27/2003,4A,6,15,,MF,mudflat,N/A,100,,,AW ; CR,
549618,4220027,2004,Summer,8/3/2004,1A,1,0,,SPMA,Sand Spurrey,Spergularia macrotheca,10,11,1,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,1,0,,LOPE,Perennial rye grass,Lolium perenne,5,32,9,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,1,0,,DOM,dead & standing,N/A,45,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,1,0,,LI,Litter (dead & not standing),N/A,5,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,1,0,,BARE,bare ground,N/A,35,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,2,3,,RASA,Common wild radish,Raphanus sativus,7,53,1,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,2,3,,LOCO,Birdfoot trefoil,Lotus corniculatus,25,23,20,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,2,3,,DOM,dead & standing,N/A,100,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,3,6,,RASA,Common wild radish,Raphanus sativus,45,81,4,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,3,6,,LOCO,Birdfoot trefoil,Lotus corniculatus,75,23,30,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,3,6,,DOM,dead & standing,N/A,100,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,4,9,,RUCR,Curly dock,Rumex crispus,10,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,4,9,,LOCO,Birdfoot trefoil,Lotus corniculatus,80,31,75,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,4,9,,DOM,dead & standing,N/A,100,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,5,12,,RUCR,Curly dock,Rumex crispus,5,60,3,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,5,12,,ATTR,Fat hen,Atriplex triangularis,5,9,4,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,5,12,,GRST,gum plant,Grindelia stricta,5,18,1,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,5,12,,WR,wrack,N/A,45,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,5,12,,DOM,dead & standing,N/A,20,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,5,12,,LOCO,Birdfoot trefoil,Lotus corniculatus,10,12,18,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,5,12,,BARE,bare ground,N/A,10,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,6,15,,SAVI,Pickleweed,Salicornia virginica,95,52,12,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,6,15,,BARE,bare ground,N/A,10,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,7,18,4,SAVI,Pickleweed,Salicornia virginica,90,52,17,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,7,18,4,BARE,bare ground,N/A,10,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,8,21,2,SAVI,Pickleweed,Salicornia virginica,85,70,13,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,8,21,2,BARE,bare ground,N/A,15,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,9,24,2,SAVI,Pickleweed,Salicornia virginica,70,40,12,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,9,24,2,DOM,dead & standing,N/A,15,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,9,24,2,BARE,bare ground,N/A,15,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,10,27,,SAVI,Pickleweed,Salicornia virginica,20,41,5,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,10,27,,BARE,bare ground,N/A,80,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,11,30,,MF,mudflat,N/A,100,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,12,33,,MF,mudflat,N/A,100,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,13,36,,MF,mudflat,N/A,100,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,14,29,,MF,mudflat,N/A,100,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,15,42,,MF,mudflat,N/A,100,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,16,45,,MF,mudflat,N/A,100,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1A,17,48,,MF,mudflat,N/A,100,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1B,1,505,,SPMA,Sand Spurrey,Spergularia macrotheca,10,3,30,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1B,1,505,,TETE,New Zealand Spinach,Tetragonia tetragonioides,45,36,0,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1B,1,505,,ATSE,Australian saltbush,Atriplex semibaccata,40,25,30,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1B,1,505,,DOM,dead & standing,N/A,5,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1B,1,505,,ATTR,Fat hen,Atriplex triangularis,1,8,0,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1B,1,505,,LASE,Wild lettuce,Lactuca serriola,1,15,1,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1B,2,502,,TETE,New Zealand Spinach,Tetragonia tetragonioides,60,28,0,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1B,2,502,,WR,wrack,N/A,40,,,"DG, AW",
549618,4220027,2004,Summer,8/3/2004,1B,2,502,,ATTR,Fat hen,Atriplex triangularis,2,38,0,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,1,0,,LASE,Wild lettuce,Lactuca serriola,5,27,1,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,1,0,,RASA,Common wild radish,Raphanus sativus,1,25,1,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,1,0,,SPMA,Sand Spurrey,Spergularia macrotheca,10,8,4,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,1,0,,DOM,dead & standing,N/A,82,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,1,0,,CESO,Yellow star thistle,Centaurea solstitialis,2,18,0,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,2,3,,CESO,Yellow star thistle,Centaurea solstitialis,2,56,0,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,2,3,,RASA,Common wild radish,Raphanus sativus,5,18,0,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,2,3,,DOM,dead & standing,N/A,95,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,3,6,,DOM,dead & standing,N/A,98,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,3,6,,UNKN,Unknown,N/A,2,33,3,"DG, AW","LOLIUM SPECIES, MAYBE LOMU AS THAT WAS IN 2A BEFORE"
549814,4220063,2004,Summer,8/3/2004,2A,4,9,,DOM,dead & standing,N/A,100,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,4,9,,LOCO,Birdfoot trefoil,Lotus corniculatus,3,16,12,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,4,9,,SPMA,Sand Spurrey,Spergularia macrotheca,2,4,0,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,4,9,,UNKN,Unknown,N/A,5,25,3,"DG, AW","LOLIUM SPECIES, MAYBE LOMU AS THAT WAS IN 2A BEFORE"
549814,4220063,2004,Summer,8/3/2004,2A,5,12,,DOM,dead & standing,N/A,10,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,5,12,,LOCO,Birdfoot trefoil,Lotus corniculatus,1,11,1,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,6,15,,DOM,dead & standing,N/A,100,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,6,15,,LI,Litter (dead & not standing),N/A,20,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,6,15,,ATTR,Fat hen,Atriplex triangularis,1,5,2,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,7,18,,SAVI,Pickleweed,Salicornia virginica,60,30,25,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,7,18,,COCO,Brass buttons,Cotula coronopifolia,30,15,40,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,7,18,,ATTR,Fat hen,Atriplex triangularis,1,10,1,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,7,18,,BARE,bare ground,N/A,9,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,8,21,,SPFO,Cordgrass,Spartina foliosa,1,18,1,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,8,21,,ATTR,Fat hen,Atriplex triangularis,1,10,3,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,8,21,,SAVI,Pickleweed,Salicornia virginica,50,36,37,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,8,21,,COCO,Brass buttons,Cotula coronopifolia,10,10,14,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,8,21,,DOM,dead & standing,N/A,5,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,8,21,,BARE,bare ground,N/A,35,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,9,24,1,SAVI,Pickleweed,Salicornia virginica,90,50,28,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,9,24,1,ALGG,Green Algae,N/A,5,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,9,24,1,BARE,bare ground,N/A,40,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,10,27,,SAVI,Pickleweed,Salicornia virginica,20,22,4,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,10,27,,LI,Litter (dead & not standing),N/A,2,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,10,27,,BARE,bare ground,N/A,78,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,11,30,,BARE,bare ground,N/A,100,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,12,33,1,BARE,bare ground,N/A,100,,,"DG, AW",
549814,4220063,2004,Summer,8/3/2004,2A,13,36,1,BARE,bare ground,N/A,100,,,"DG, AW",
549973,4219479,2004,Summer,8/3/2004,2B,1,0,,TETE,New Zealand Spinach,Tetragonia tetragonioides,100,26,2,"DG, AW",
549973,4219479,2004,Summer,8/3/2004,2B,2,3,10,TETE,New Zealand Spinach,Tetragonia tetragonioides,10,18,0,"DG, AW",
549973,4219479,2004,Summer,8/3/2004,2B,2,3,10,SAVI,Pickleweed,Salicornia virginica,5,10,0,"DG, AW",
549973,4219479,2004,Summer,8/3/2004,2B,2,3,10,BARE,bare ground,N/A,85,,,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,1,0,,SPMA,Sand Spurrey,Spergularia macrotheca,30,7,40,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,1,0,,LI,Litter (dead & not standing),N/A,50,,,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,1,0,,BARE,bare ground,N/A,20,,,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,2,3,,DOM,dead & standing,N/A,,,,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,2,3,,COCO,Brass buttons,Cotula coronopifolia,10,11,8,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,2,3,,LOCO,Birdfoot trefoil,Lotus corniculatus,2,10,2,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,2,3,,BAPI,coyote bush,Baccharis pilularis,5,16,0,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,2,3,,SAVI,Pickleweed,Salicornia virginica,2,1,0,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,2,3,,SPMA,Sand Spurrey,Spergularia macrotheca,5,2,4,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,2,3,,BARE,bare ground,N/A,36,,,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,2,3,,ATTR,Fat hen,Atriplex triangularis,1,5,1,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,2,3,,DISP,Salt Grass,Distichlis spicata,1,8,1,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,3,6,,SAVI,Pickleweed,Salicornia virginica,85,22,50,"DG, AW",1st year plants
549520,4219617,2004,Summer,8/3/2004,3A,3,6,,BARE,bare ground,N/A,15,,,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,3,6,,COCO,Brass buttons,Cotula coronopifolia,5,8,2,"DG, AW",
549520,4219617,2004,Summer,8/3/2004,3A,4,9,,SAVI,Pickleweed,Salicornia virginica,100,70,16,"DG, AW","1 adult, 15 1st year plants"
549520,4219617,2004,Summer,8/3/2004,3A,4,9,,COCO,Brass buttons,Cotula coronopifolia,1,8,2,"DG, AW",
550110,4219823,2004,Summer,8/3/2004,3B,1,0,,SPMA,Sand Spurrey,Spergularia macrotheca,90,7,180,"DG, AW",
550110,4219823,2004,Summer,8/3/2004,3B,1,0,,BARE,bare ground,N/A,8,,,"DG, AW",
550110,4219823,2004,Summer,8/3/2004,3B,1,0,,LI,Litter (dead & not standing),N/A,2,,,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,1,0,,DOM,dead & standing,N/A,95,,,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,1,0,,CESO,Yellow star thistle,Centaurea solstitialis,5,11,2,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,1,0,,SPMA,Sand Spurrey,Spergularia macrotheca,7,5,8,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,2,3,,SAVI,Pickleweed,Salicornia virginica,7,28,2,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,2,3,,SPMA,Sand Spurrey,Spergularia macrotheca,5,7,5,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,2,3,,COCO,Brass buttons,Cotula coronopifolia,3,3,2,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,2,3,,DOM,dead & standing,N/A,2,,,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,2,3,,BARE,bare ground,N/A,83,,,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,3,6,2,SAVI,Pickleweed,Salicornia virginica,95,41,30,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,3,6,2,SPFO,Cordgrass,Spartina foliosa,5,77,3,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,3,6,2,COCO,Brass buttons,Cotula coronopifolia,1,2,5,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,3,6,2,ATTR,Fat hen,Atriplex triangularis,1,5,1,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,4,9,,SAVI,Pickleweed,Salicornia virginica,70,36,35,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,4,9,,COCO,Brass buttons,Cotula coronopifolia,5,10,25,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,4,9,,BARE,bare ground,N/A,25,,,"DG, AW",
549605,4219445,2004,Summer,8/3/2004,4A,5,12,,SAVI,Pickleweed,Salicornia virginica,98,55,15,"DG, AW",
