DATE,Year,Month,Season,Habitat,Transect,Quadrat,Spp,Common Name,Scientific Name,% Cover,Height,Density,Water depth,Easting,Northing,NOTES
5/20/2003,2003,May,Spring,UP,6,1,LOMU,Italian Ryegrass,Lolium multiflorum,5,22,9,,,,
5/20/2003,2003,May,Spring,UP,6,1,ATTR,Fat hen,Atriplex triangularis,10,10,12,,,,
5/20/2003,2003,May,Spring,UP,6,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,10,26,4,,,,
5/20/2003,2003,May,Spring,UP,6,1,DUFF,Dead Not Standing,N/A,67,,,,,,
5/20/2003,2003,May,Spring,UP,6,1,BRHO,Soft chess,Bromus hordeaceous,>1,24,0,,,,
5/20/2003,2003,May,Spring,UP,6,2,ATTR,Fat hen,Atriplex triangularis,60,26,1,,,,
5/20/2003,2003,May,Spring,UP,6,2,COCO,Brass buttons,Cotula coronopifolia,5,15,0,,,,
5/20/2003,2003,May,Spring,UP,6,2,DUFF,Dead Not Standing,N/A,35,,,,,,
5/20/2003,2003,May,Spring,UP,6,3,COCO,Brass buttons,Cotula coronopifolia,93,16,1500,,,,
5/20/2003,2003,May,Spring,UP,6,3,ALGG,Green Algae,N/A,5,,,,,,
5/20/2003,2003,May,Spring,UP,6,3,SPMA,Sand spurrey,Spergularia Macrotheca,2,15,10,,,,
5/20/2003,2003,May,Spring,HM,6,1,ATTR,Fat hen,Atriplex triangularis,85,30,5,,,,
5/20/2003,2003,May,Spring,HM,6,1,BARE,Bare Ground,N/A,15,,,,,,
5/20/2003,2003,May,Spring,HM,6,2,COCO,Brass buttons,Cotula coronopifolia,90,15,7,,,,
5/20/2003,2003,May,Spring,HM,6,2,ALGA,None Specified Algae,N/A,8,,,,,,
5/20/2003,2003,May,Spring,HM,6,2,BARE,Bare Ground,N/A,2,,,,,,
5/20/2003,2003,May,Spring,HM,6,2,SAVI,Pickleweed,Salicornia virginica,0.5,13,2,,,,
5/20/2003,2003,May,Spring,HM,6,3,COCO,Brass buttons,Cotula coronopifolia,55,8,7,,,,
5/20/2003,2003,May,Spring,HM,6,3,ALGG,Green Algae,N/A,5,,,,,,
5/20/2003,2003,May,Spring,HM,6,3,BARE,Bare Ground,N/A,40,,,,,,
5/20/2003,2003,May,Spring,MP,3,1,SAVI,Pickleweed,Salicornia virginica,30,20,2,,,,
5/20/2003,2003,May,Spring,MP,3,1,COCO,Brass buttons,Cotula coronopifolia,30,7,23,,,,
5/20/2003,2003,May,Spring,MP,3,1,BARE,Bare Ground,N/A,40,,,,,,
5/20/2003,2003,May,Spring,MP,3,1,ATTR,Fat hen,Atriplex triangularis,0.5,6,1,,,,
5/20/2003,2003,May,Spring,MP,3,2,COCO,Brass buttons,Cotula coronopifolia,40,12,67,,,,
5/20/2003,2003,May,Spring,MP,3,2,LOCO,Birdfoot trefoil,Lotus corniculatus,10,6,1,,,,
5/20/2003,2003,May,Spring,MP,3,2,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,20,19,35,,,,
5/20/2003,2003,May,Spring,MP,3,2,BARE,Bare Ground,N/A,30,,,,,,
5/20/2003,2003,May,Spring,MP,3,3,MEIN,Sour Clover,Melilotus Indica,45,30,110,,,,
5/20/2003,2003,May,Spring,MP,3,3,COCO,Brass buttons,Cotula coronopifolia,10,21,1,,,,
5/20/2003,2003,May,Spring,MP,3,3,LOCO,Birdfoot trefoil,Lotus corniculatus,2,23,2,,,,
5/20/2003,2003,May,Spring,MP,3,3,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,5,25,15,,,,
5/20/2003,2003,May,Spring,MP,3,3,BARE,Bare Ground,N/A,38,,,,,,
8/12/2003,2003,August,Summer,HM,1,1,SAVI,Pickleweed,Salicornia virginica,3,29,2,,,,
8/12/2003,2003,August,Summer,HM,1,1,COCO,Brass buttons,Cotula coronopifolia,0.5,5.5,3,,,,
8/12/2003,2003,August,Summer,HM,1,1,ALGG,Green Algae,N/A,25,,,,,,
8/12/2003,2003,August,Summer,HM,1,1,BARE,Bare Ground,N/A,72,,,,,,
8/12/2003,2003,August,Summer,HM,1,2,COCO,Brass buttons,Cotula coronopifolia,70,15,34,,,,
8/12/2003,2003,August,Summer,HM,1,2,SAVI,Pickleweed,Salicornia virginica,10,29,9,,,,
8/12/2003,2003,August,Summer,HM,1,2,ALGG,Green Algae,N/A,20,,,,,,
8/12/2003,2003,August,Summer,HM,1,3,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,3,10,0,,,,
8/12/2003,2003,August,Summer,HM,1,3,LITR,Dead and Standing,N/A,15,28.5,2,,,,POMO
8/12/2003,2003,August,Summer,HM,1,3,ATTR,Fat hen,Atriplex triangularis,2,5,3,,,,
8/12/2003,2003,August,Summer,HM,1,3,COCO,Brass buttons,Cotula coronopifolia,5,6,11,,,,
8/12/2003,2003,August,Summer,HM,1,3,SAVI,Pickleweed,Salicornia virginica,0.5,5,24,,,,
8/12/2003,2003,August,Summer,HM,1,3,BARE,Bare Ground,N/A,75,,,,,,
8/12/2003,2003,August,Summer,UP,1,1,COCO,Brass buttons,Cotula coronopifolia,60,13.5,64,,,,
8/12/2003,2003,August,Summer,UP,1,1,SAVI,Pickleweed,Salicornia virginica,10,21.5,3,,,,
8/12/2003,2003,August,Summer,UP,1,1,ALGG,Green Algae,N/A,20,,,,,,
8/12/2003,2003,August,Summer,UP,1,1,BARE,Bare Ground,N/A,10,,,,,,
8/12/2003,2003,August,Summer,UP,1,2,COCO,Brass buttons,Cotula coronopifolia,35,10.5,42,,,,
8/12/2003,2003,August,Summer,UP,1,2,LITR,Dead and Standing,N/A,5,6,12,,,,COCO
8/12/2003,2003,August,Summer,UP,1,2,SAVI,Pickleweed,Salicornia virginica,2,7.5,2,,,,
8/12/2003,2003,August,Summer,UP,1,2,ALGA,None Specified Algae,N/A,70,,,,,,
8/12/2003,2003,August,Summer,UP,1,2,BARE,Bare Ground,N/A,20,,,,,,
8/12/2003,2003,August,Summer,UP,1,3,COCO,Brass buttons,Cotula coronopifolia,20,6.5,33,,,,
8/12/2003,2003,August,Summer,UP,1,3,LITR,Dead and Standing,N/A,15,9.5,,,,,
8/12/2003,2003,August,Summer,UP,1,3,DUFF,Dead Not Standing,N/A,40,,,,,,
8/12/2003,2003,August,Summer,UP,1,3,ALGG,Green Algae,N/A,15,,,,,,
8/12/2003,2003,August,Summer,UP,1,3,ALGB,Brown Algae,N/A,10,,,,,,
8/20/2003,2003,August,Summer,LM,2,1,ALGA,None Specified Algae,N/A,35,,,,,,
8/20/2003,2003,August,Summer,LM,2,1,COCO,Brass buttons,Cotula coronopifolia,75,4,4,,,,
8/20/2003,2003,August,Summer,LM,2,1,BARE,Bare Ground,N/A,35,,,,,,
8/20/2003,2003,August,Summer,LM,2,1,SAVI,Pickleweed,Salicornia virginica,25,37,0,,,,
8/20/2003,2003,August,Summer,LM,2,2,BARE,Bare Ground,N/A,100,,,11,,,
8/20/2003,2003,August,Summer,LM,2,3,SAVI,Pickleweed,Salicornia virginica,40,28,1,,,,
8/20/2003,2003,August,Summer,LM,2,3,ALGG,Green Algae,N/A,55,,,,,,
8/20/2003,2003,August,Summer,LM,2,3,BARE,Bare Ground,N/A,30,,,,,,
8/20/2003,2003,August,Summer,LM,2,3,LITR,Dead and Standing,N/A,5,4,3,,,,COCO
8/20/2003,2003,August,Summer,LM,2,3,COCO,Brass buttons,Cotula coronopifolia,21,4,1,,,,
8/20/2003,2003,August,Summer,HM,2,1,COCO,Brass buttons,Cotula coronopifolia,35,9,65,,,,
8/20/2003,2003,August,Summer,HM,2,1,LITR,Dead and Standing,N/A,3,6.5,8,,,,COCO
8/20/2003,2003,August,Summer,HM,2,1,ALGG,Green Algae,N/A,20,,,,,,
8/20/2003,2003,August,Summer,HM,2,1,ALGB,Brown Algae,N/A,15,,,,,,
8/20/2003,2003,August,Summer,HM,2,1,BARE,Bare Ground,N/A,27,,,,,,
8/20/2003,2003,August,Summer,HM,2,2,COCO,Brass buttons,Cotula coronopifolia,7,8,15,1,,,
8/20/2003,2003,August,Summer,HM,2,2,SAVI,Pickleweed,Salicornia virginica,5,20,2,1,,,
8/20/2003,2003,August,Summer,HM,2,2,LITR,Dead and Standing,N/A,30,735,,1,,,
8/20/2003,2003,August,Summer,HM,2,2,ALGG,Green Algae,N/A,5,11,,1,,,
8/20/2003,2003,August,Summer,HM,2,3,BARE,Bare Ground,N/A,100,,,,,,
8/20/2003,2003,August,Summer,MP,1,1,SAVI,Pickleweed,Salicornia virginica,40,39,1,,,,
8/20/2003,2003,August,Summer,MP,1,1,COCO,Brass buttons,Cotula coronopifolia,25,15,5,,,,
8/20/2003,2003,August,Summer,MP,1,1,ALGG,Green Algae,N/A,50,,,,,,
8/20/2003,2003,August,Summer,MP,1,1,BARE,Bare Ground,N/A,10,,,,,,
8/20/2003,2003,August,Summer,MP,1,2,ALGG,Green Algae,N/A,35,,,,,,
8/20/2003,2003,August,Summer,MP,1,2,BARE,Bare Ground,N/A,35,,,,,,
8/20/2003,2003,August,Summer,MP,1,3,BARE,Bare Ground,N/A,100,,,,,,
8/20/2003,2003,August,Summer,HM,4,1,BARE,Bare Ground,N/A,65,,,,,,
8/20/2003,2003,August,Summer,HM,4,1,COCO,Brass buttons,Cotula coronopifolia,15,6,8,,,,
8/20/2003,2003,August,Summer,HM,4,1,LITR,Dead and Standing,N/A,20,1.5,11,,,,COCO
8/20/2003,2003,August,Summer,HM,4,2,LITR,Dead and Standing,N/A,95,6,2100,,,,POSP - FINE GRASS
8/20/2003,2003,August,Summer,HM,4,2,LITR,Dead and Standing,N/A,60,25,150,,,,POSP
8/20/2003,2003,August,Summer,HM,4,2,LITR,Dead and Standing,N/A,5,28.5,3,,,,
8/20/2003,2003,August,Summer,HM,4,2,ATTR,Fat hen,Atriplex triangularis,15,29,3,,,,
8/20/2003,2003,August,Summer,HM,4,3,LITR,Dead and Standing,N/A,90,58,25,,,,POSP
8/20/2003,2003,August,Summer,HM,4,3,LITR,Dead and Standing,N/A,100,0,2000,,,,POSP - FINE GRASS
8/20/2003,2003,August,Summer,HM,4,3,CESO,Yellow star thistle,Centaurea solstitialis,5,5,1,,,,
8/20/2003,2003,August,Summer,MP,5,1,LOCO,Birdfoot trefoil,Lotus corniculatus,90,18,4,,,,
8/20/2003,2003,August,Summer,MP,5,1,ATTR,Fat hen,Atriplex triangularis,1,9,1,,,,
8/20/2003,2003,August,Summer,MP,5,1,LITR,Dead and Standing,N/A,5,29,15,,,,LOMU
8/20/2003,2003,August,Summer,MP,5,1,HOMU,Barley,Hordeum murinum,0.5,8,3,,,,
8/20/2003,2003,August,Summer,MP,5,1,LITR,Dead and Standing,N/A,100,2,1000,,,,GRSP
8/20/2003,2003,August,Summer,MP,5,2,ATTR,Fat hen,Atriplex triangularis,45,27,4,,,,
8/20/2003,2003,August,Summer,MP,5,2,LOCO,Birdfoot trefoil,Lotus corniculatus,10,10,0,,,,
8/20/2003,2003,August,Summer,MP,5,2,LITR,Dead and Standing,N/A,90,33,500,,,,HOMU
8/20/2003,2003,August,Summer,MP,5,2,HOMU,Barley,Hordeum murinum,5,39,4,,,,
8/20/2003,2003,August,Summer,MP,5,2,POSP,Unknown grass Poaceae,N/A,100,2,2500,,,,
8/20/2003,2003,August,Summer,MP,5,3,ATTR,Fat hen,Atriplex triangularis,85,36,5,,,,
8/20/2003,2003,August,Summer,MP,5,3,LITR,Dead and Standing,N/A,60,34,20,,,,HOMU
8/20/2003,2003,August,Summer,MP,5,3,HOMU,Barley,Hordeum murinum,15,21,20,,,,
8/20/2003,2003,August,Summer,MP,5,3,LITR,Dead and Standing,N/A,100,2,1000,,,,GRSP
8/20/2003,2003,August,Summer,UP,3,1,LITR,Dead and Standing,N/A,15,27.5,10,,,,POMO
8/20/2003,2003,August,Summer,UP,3,1,ATTR,Fat hen,Atriplex triangularis,5,16.5,1,,,,
8/20/2003,2003,August,Summer,UP,3,1,LITR,Dead and Standing,N/A,90,120,700,,,,
8/20/2003,2003,August,Summer,UP,3,1,COCO,Brass buttons,Cotula coronopifolia,0.5,2,0,,,,
8/20/2003,2003,August,Summer,UP,3,2,FRSA,Alkali Heath,Frankenia salina,10,20,1,,,,
8/20/2003,2003,August,Summer,UP,3,2,LITR,Dead and Standing,N/A,30,60,9,,,,MEAL
8/20/2003,2003,August,Summer,UP,3,2,LITR,Dead and Standing,N/A,60,68,45,,,,HOMU
8/20/2003,2003,August,Summer,UP,3,2,LITR,Dead and Standing,N/A,20,45,20,,,,LOMU
8/20/2003,2003,August,Summer,UP,3,3,,#N/A,#N/A,,,,,,,Quad  in Caltrans planted area
8/20/2003,2003,August,Summer,HM,3,1,ATTR,Fat hen,Atriplex triangularis,5,11,1,,,,
8/20/2003,2003,August,Summer,HM,3,1,COCO,Brass buttons,Cotula coronopifolia,10,6,14,,,,
8/20/2003,2003,August,Summer,HM,3,1,POSP,Unknown grass Poaceae,N/A,5,12,1,,,,
8/20/2003,2003,August,Summer,HM,3,1,LITR,Dead and Standing,N/A,6,6,14,,,,
8/20/2003,2003,August,Summer,HM,3,1,SAVI,Pickleweed,Salicornia virginica,1,2,1,,,,
8/20/2003,2003,August,Summer,HM,3,1,BARE,Bare Ground,N/A,73,,,,,,
8/20/2003,2003,August,Summer,HM,3,2,COCO,Brass buttons,Cotula coronopifolia,40,12,14,,,,
8/20/2003,2003,August,Summer,HM,3,2,LITR,Dead and Standing,N/A,15,8,8,,,,COCO
8/20/2003,2003,August,Summer,HM,3,2,BARE,Bare Ground,N/A,45,,,,,,
8/20/2003,2003,August,Summer,HM,3,3,SAVI,Pickleweed,Salicornia virginica,2,17,4,,,,
8/20/2003,2003,August,Summer,HM,3,3,COCO,Brass buttons,Cotula coronopifolia,15,9,22,,,,
8/20/2003,2003,August,Summer,HM,3,3,LITR,Dead and Standing,N/A,5,6,10,,,,COCO
8/20/2003,2003,August,Summer,HM,3,3,LITR,Dead and Standing,N/A,60,5,2,,,,UNKN
8/20/2003,2003,August,Summer,HM,3,3,BARE,Bare Ground,N/A,10,,,,,,
8/20/2003,2003,August,Summer,HM,3,3,ALGG,Green Algae,N/A,60,,,,,,
8/20/2003,2003,August,Summer,HM,3,3,SPMA,Sand spurrey,Spergularia Macrotheca,5,7,1,,,,
8/20/2003,2003,August,Summer,HM,3,3,DUFF,Dead Not Standing,N/A,5,,,,,,
8/20/2003,2003,August,Summer,HM,5,1,ATTR,Fat hen,Atriplex triangularis,65,27,3,,,,
8/20/2003,2003,August,Summer,HM,5,1,LITR,Dead and Standing,N/A,20,6,70,,,,POMO
8/20/2003,2003,August,Summer,HM,5,1,BARE,Bare Ground,N/A,15,,,,,,
8/20/2003,2003,August,Summer,HM,5,2,ATTR,Fat hen,Atriplex triangularis,15,16,4,,,,
8/20/2003,2003,August,Summer,HM,5,2,SAVI,Pickleweed,Salicornia virginica,5,12,2,,,,
8/20/2003,2003,August,Summer,HM,5,2,COCO,Brass buttons,Cotula coronopifolia,1,13,2,,,,
8/20/2003,2003,August,Summer,HM,5,2,LITR,Dead and Standing,N/A,95,13,150,,,,POMO
8/20/2003,2003,August,Summer,HM,5,2,BARE,Bare Ground,N/A,5,,,,,,
8/20/2003,2003,August,Summer,HM,5,2,LITR,Dead and Standing,N/A,1,20,1,,,,LOMU
8/20/2003,2003,August,Summer,HM,5,3,ATTR,Fat hen,Atriplex triangularis,10,21,3,,,,
8/20/2003,2003,August,Summer,HM,5,3,COCO,Brass buttons,Cotula coronopifolia,7,8,6,,,,
8/20/2003,2003,August,Summer,HM,5,3,LITR,Dead and Standing,N/A,3,13,3,,,,
8/20/2003,2003,August,Summer,HM,5,3,LITR,Dead and Standing,N/A,70,22,75,,,,
8/20/2003,2003,August,Summer,UP,4,1,LITR,Dead and Standing,N/A,85,,,,,,HOMU
8/20/2003,2003,August,Summer,UP,4,1,LITR,Dead and Standing,N/A,15,,,,,,UNKNOWN SPECIES G
8/20/2003,2003,August,Summer,UP,4,1,LITR,Dead and Standing,N/A,30,,,,,,
8/20/2003,2003,August,Summer,UP,4,2,LITR,Dead and Standing,N/A,80,35,350,,,,HOMU
8/20/2003,2003,August,Summer,UP,4,2,LITR,Dead and Standing,N/A,20,48,150,,,,LOMU
8/20/2003,2003,August,Summer,UP,4,3,LITR,Dead and Standing,N/A,100,24,1000,,,,HOMU
8/22/2003,2003,August,Summer,LM,6,1,ALGB,Brown Algae,N/A,100,,,5,,,
8/22/2003,2003,August,Summer,LM,6,2,ALGG,Green Algae,N/A,50,,,,,,
8/22/2003,2003,August,Summer,LM,6,2,BARE,Bare Ground,N/A,50,,,,,,
8/22/2003,2003,August,Summer,LM,6,3,ALGG,Green Algae,N/A,85,,,1,,,
8/22/2003,2003,August,Summer,LM,6,3,BARE,Bare Ground,N/A,15,,,1,,,
8/22/2003,2003,August,Summer,LM,5,1,ALGG,Green Algae,N/A,35,,,1,,,
8/22/2003,2003,August,Summer,LM,5,1,ALGB,Brown Algae,N/A,55,,,1,,,
8/22/2003,2003,August,Summer,LM,5,1,BARE,Bare Ground,N/A,55,,,1,,,
8/22/2003,2003,August,Summer,LM,5,2,ALGG,Green Algae,N/A,25,,,5,,,
8/22/2003,2003,August,Summer,LM,5,2,ALGB,Brown Algae,N/A,5,,,5,,,
8/22/2003,2003,August,Summer,LM,5,2,BARE,Bare Ground,N/A,70,,,5,,,
8/22/2003,2003,August,Summer,LM,5,3,ALGG,Green Algae,N/A,15,,,6,,,
8/22/2003,2003,August,Summer,LM,5,3,ALGB,Brown Algae,N/A,75,,,6,,,
8/22/2003,2003,August,Summer,LM,5,3,BARE,Bare Ground,N/A,10,,,6,,,
8/22/2003,2003,August,Summer,LM,3,1,ALGG,Green Algae,N/A,2,,,0,,,
8/22/2003,2003,August,Summer,LM,3,1,BARE,Bare Ground,N/A,98,,,0,,,
8/22/2003,2003,August,Summer,LM,3,2,ALGB,Brown Algae,N/A,100,,,5,,,
8/22/2003,2003,August,Summer,LM,3,3,ALGG,Green Algae,N/A,10,,,1,,,
8/22/2003,2003,August,Summer,LM,3,3,ALGB,Brown Algae,N/A,40,,,1,,,
8/22/2003,2003,August,Summer,LM,3,3,ALGB,Brown Algae,N/A,50,,,1,,,
8/22/2003,2003,August,Summer,LM,1,1,ALGG,Green Algae,N/A,100,,,,,,
8/22/2003,2003,August,Summer,LM,1,2,ALGG,Green Algae,N/A,10,,,3,,,
8/22/2003,2003,August,Summer,LM,1,2,ALGB,Brown Algae,N/A,5,,,3,,,
8/22/2003,2003,August,Summer,LM,1,2,BARE,Bare Ground,N/A,85,,,3,,,
8/22/2003,2003,August,Summer,LM,1,3,ALGG,Green Algae,N/A,95,,,,,,
8/22/2003,2003,August,Summer,LM,1,3,BARE,Bare Ground,N/A,5,,,,,,
8/22/2003,2003,August,Summer,UP,6,1,ATTR,Fat hen,Atriplex triangularis,5,17,15,,,,
8/22/2003,2003,August,Summer,UP,6,1,SPRU,Sand spurrey,Spergularia rubra,5,12,4,,,,
8/22/2003,2003,August,Summer,UP,6,1,LITR,Dead and Standing,N/A,5,28,7,,,,LOMU
8/22/2003,2003,August,Summer,UP,6,1,LITR,Dead and Standing,N/A,20,24,5,,,,POMO
8/22/2003,2003,August,Summer,UP,6,1,LITR,Dead and Standing,N/A,10,35,45,,,,HOMU
8/22/2003,2003,August,Summer,UP,6,1,LITR,Dead and Standing,N/A,90,12,15,,,,
8/22/2003,2003,August,Summer,UP,6,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,5,13,7,,,,
8/22/2003,2003,August,Summer,UP,6,1,SAVI,Pickleweed,Salicornia virginica,2,7,1,,,,
8/22/2003,2003,August,Summer,UP,6,1,DUFF,Dead Not Standing,N/A,2,,,,,,
8/22/2003,2003,August,Summer,UP,6,1,POMA,Marin knotweed,Polygonum marinense,2,15,0,,,,
8/22/2003,2003,August,Summer,UP,6,2,ATTR,Fat hen,Atriplex triangularis,20,13,7,,,,
8/22/2003,2003,August,Summer,UP,6,2,SAVI,Pickleweed,Salicornia virginica,2,4,1,,,,
8/22/2003,2003,August,Summer,UP,6,2,SPRU,Sand spurrey,Spergularia rubra,2,6,0,,,,
8/22/2003,2003,August,Summer,UP,6,2,LITR,Dead and Standing,N/A,20,27,11,,,,HOMU
8/22/2003,2003,August,Summer,UP,6,2,DUFF,Dead Not Standing,N/A,75,,,,,,
8/22/2003,2003,August,Summer,UP,6,2,COCO,Brass buttons,Cotula coronopifolia,1,3,1,,,,
8/22/2003,2003,August,Summer,UP,6,3,ATTR,Fat hen,Atriplex triangularis,60,22,5,,,,
8/22/2003,2003,August,Summer,UP,6,3,LITR,Dead and Standing,N/A,10,10,5,,,,HOMU
8/22/2003,2003,August,Summer,UP,6,3,DUFF,Dead Not Standing,N/A,90,,,,,,
8/22/2003,2003,August,Summer,UP,5,1,LITR,Dead and Standing,N/A,90,21,500,,,,LOMU
8/22/2003,2003,August,Summer,UP,5,1,LITR,Dead and Standing,N/A,10,12,75,,,,POMO
8/22/2003,2003,August,Summer,UP,5,1,LITR,Dead and Standing,N/A,100,2,15000,,,,GRSP
8/22/2003,2003,August,Summer,UP,5,1,LOMU,Italian Ryegrass,Lolium multiflorum,1,5,2,,,,
8/22/2003,2003,August,Summer,UP,5,2,PIEC,Bristly ox-tongue,Picris echioides,1,20,0,,,,
8/22/2003,2003,August,Summer,UP,5,2,LITR,Dead and Standing,N/A,25,30,100,,,,LOMU
8/22/2003,2003,August,Summer,UP,5,2,LITR,Dead and Standing,N/A,25,24,100,,,,POMO
8/22/2003,2003,August,Summer,UP,5,2,LITR,Dead and Standing,N/A,50,30,200,,,,HOMU
8/22/2003,2003,August,Summer,UP,5,2,LITR,Dead and Standing,N/A,100,3,2000,,,,GRSP
8/22/2003,2003,August,Summer,UP,5,3,PIEC,Bristly ox-tongue,Picris echioides,5,13,1,,,,
8/22/2003,2003,August,Summer,UP,5,3,LITR,Dead and Standing,N/A,80,14,300,,,,POMU
8/22/2003,2003,August,Summer,UP,5,3,LITR,Dead and Standing,N/A,10,26,150,,,,LOMU
8/22/2003,2003,August,Summer,UP,5,3,LITR,Dead and Standing,N/A,5,17,75,,,,HOMU
8/22/2003,2003,August,Summer,UP,5,3,LITR,Dead and Standing,N/A,5,2,1500,,,,
8/22/2003,2003,August,Summer,HM,6,1,FOVU,Common Fennel,Foeniculum vulgare,10,46,2,,,,
8/22/2003,2003,August,Summer,HM,6,1,PLLA,English plantain,Plantago lanceolata,5,32,0,,,,
8/22/2003,2003,August,Summer,HM,6,1,DUFF,Dead Not Standing,N/A,5,,,,,,
8/22/2003,2003,August,Summer,HM,6,1,BARE,Bare Ground,N/A,95,,,,,,
8/22/2003,2003,August,Summer,HM,6,1,ATTR,Fat hen,Atriplex triangularis,2,20,0,,,,
8/22/2003,2003,August,Summer,HM,6,2,ATTR,Fat hen,Atriplex triangularis,35,37,2,,,,
8/22/2003,2003,August,Summer,HM,6,2,DUFF,Dead Not Standing,N/A,7,,,,,,
8/22/2003,2003,August,Summer,HM,6,2,BARE,Bare Ground,N/A,90,,,,,,
8/22/2003,2003,August,Summer,HM,6,3,ALGG,Green Algae,N/A,45,,,,,,
8/22/2003,2003,August,Summer,HM,6,3,COCO,Brass buttons,Cotula coronopifolia,5,3,2,,,,
8/22/2003,2003,August,Summer,HM,6,3,LITR,Dead and Standing,N/A,5,4,1,,,,COCO
8/22/2003,2003,August,Summer,HM,6,3,SAVI,Pickleweed,Salicornia virginica,5,10,1,,,,
8/22/2003,2003,August,Summer,HM,6,3,SPFO,Cordgrass,Spartina foliosa,1,3,1,,,,
8/22/2003,2003,August,Summer,LM,4,1,COCO,Brass buttons,Cotula coronopifolia,65,8,6,,,,
8/22/2003,2003,August,Summer,LM,4,1,SAVI,Pickleweed,Salicornia virginica,1,1,1,,,,
8/22/2003,2003,August,Summer,LM,4,1,BARE,Bare Ground,N/A,1,1,1,,,,
8/22/2003,2003,August,Summer,LM,4,2,SAVI,Pickleweed,Salicornia virginica,85,40,0,,,,
8/22/2003,2003,August,Summer,LM,4,2,COCO,Brass buttons,Cotula coronopifolia,5,15,9,,,,
8/22/2003,2003,August,Summer,LM,4,2,ALGG,Green Algae,N/A,10,,,,,,
8/22/2003,2003,August,Summer,LM,4,2,BARE,Bare Ground,N/A,7,,,,,,
8/22/2003,2003,August,Summer,LM,4,3,COCO,Brass buttons,Cotula coronopifolia,85,12,18,2,,,
8/22/2003,2003,August,Summer,LM,4,3,ALGG,Green Algae,N/A,65,,,2,,,
8/22/2003,2003,August,Summer,LM,4,3,BARE,Bare Ground,N/A,20,,,2,,,
8/22/2003,2003,August,Summer,MP,6,1,COCO,Brass buttons,Cotula coronopifolia,80,8,20,,,,
8/22/2003,2003,August,Summer,MP,6,1,ATTR,Fat hen,Atriplex triangularis,5,8,8,,,,
8/22/2003,2003,August,Summer,MP,6,1,SPRU,Sand spurrey,Spergularia rubra,3,10,2,,,,
8/22/2003,2003,August,Summer,MP,6,1,LITR,Dead and Standing,N/A,1,10,25,,,,POMO
8/22/2003,2003,August,Summer,MP,6,1,POMO,Rabbitfoot beardgrass,Polypogon monspeliensis,1,7,2,,,,
8/22/2003,2003,August,Summer,MP,6,2,COCO,Brass buttons,Cotula coronopifolia,80,8,20,,,,
8/22/2003,2003,August,Summer,MP,6,2,SPRU,Sand spurrey,Spergularia rubra,5,11,1,,,,
8/22/2003,2003,August,Summer,MP,6,2,ATTR,Fat hen,Atriplex triangularis,1,12,4,,,,
8/22/2003,2003,August,Summer,MP,6,2,LITR,Dead and Standing,N/A,5,4,10,,,,POMO
8/22/2003,2003,August,Summer,MP,6,2,LITR,Dead and Standing,N/A,15,15,15,,,,HOMO
8/22/2003,2003,August,Summer,MP,6,2,LITR,Dead and Standing,N/A,1,10,4,,,,
8/22/2003,2003,August,Summer,MP,6,2,BARE,Bare Ground,N/A,45,,,,,,
8/22/2003,2003,August,Summer,MP,6,3,SAVI,Pickleweed,Salicornia virginica,80,29,2,,,,
8/22/2003,2003,August,Summer,MP,6,3,COCO,Brass buttons,Cotula coronopifolia,5,8,9,,,,
8/22/2003,2003,August,Summer,MP,6,3,LITR,Dead and Standing,N/A,5,6,7,,,,POMO
8/22/2003,2003,August,Summer,MP,6,3,LITR,Dead and Standing,N/A,15,21,20,,,,HOMU
8/22/2003,2003,August,Summer,MP,3,1,SAVI,Pickleweed,Salicornia virginica,40,21,3,,,,
8/22/2003,2003,August,Summer,MP,3,1,COCO,Brass buttons,Cotula coronopifolia,15,8,8,,,,
8/22/2003,2003,August,Summer,MP,3,1,SPMA,Sand spurrey,Spergularia Macrotheca,3,10,1,,,,
8/22/2003,2003,August,Summer,MP,3,1,LITR,Dead and Standing,N/A,2,12,2,,,,
8/22/2003,2003,August,Summer,MP,3,1,LITR,Dead and Standing,N/A,5,5,6,,,,
8/22/2003,2003,August,Summer,MP,3,1,BARE,Bare Ground,N/A,25,,,,,,
8/22/2003,2003,August,Summer,MP,3,2,SAVI,Pickleweed,Salicornia virginica,10,20,0,,,,
8/22/2003,2003,August,Summer,MP,3,2,COCO,Brass buttons,Cotula coronopifolia,70,15,9,,,,
8/22/2003,2003,August,Summer,MP,3,2,SPMA,Sand spurrey,Spergularia Macrotheca,5,12,1,,,,
8/22/2003,2003,August,Summer,MP,3,2,ALGG,Green Algae,N/A,15,,,,,,
8/22/2003,2003,August,Summer,MP,3,2,BARE,Bare Ground,N/A,,,,,,,
8/22/2003,2003,August,Summer,MP,3,3,COCO,Brass buttons,Cotula coronopifolia,10,7,5,,,,
8/22/2003,2003,August,Summer,MP,3,3,BARE,Bare Ground,N/A,9,,,,,,
8/22/2003,2003,August,Summer,MP,4,1,HEPU,Spikeweed,Hemizonia pungens,0.5,30,,,,,
